-0.02, -3.42
-0.22, -3.2199999999999998
-0.42000000000000004, -3.0199999999999996
-0.6200000000000001, -2.8199999999999994
-0.8200000000000001, -2.619999999999999
-1.02, -2.419999999999999
-1.22, -2.219999999999999
-1.22, -2.0199999999999987
-1.22, -1.8199999999999987
-1.22, -1.6199999999999988
-1.22, -1.4199999999999988
-1.22, -1.2199999999999989
-1.22, -1.019999999999999
-1.22, -0.819999999999999
-1.22, -0.619999999999999
-1.22, -0.419999999999999
-1.22, -0.21999999999999897
-1.22, -0.019999999999998963
-1.22, 0.18000000000000105
-1.22, 0.38000000000000106
-1.22, 0.5800000000000011
-1.22, 0.7800000000000011
-1.22, 0.9800000000000011
-1.22, 1.180000000000001
-1.02, 1.380000000000001
-0.8200000000000001, 1.580000000000001
-0.6200000000000001, 1.780000000000001
-0.4200000000000001, 1.9800000000000009
-0.22000000000000008, 2.180000000000001
-0.020000000000000073, 2.3800000000000012
